,bridge,name,date,reviews,stars,lng,lat
297,경대칠성,대구 삼성 창조 캠퍼스,2019-12,한적하고 세련된 도시 산책,5,128.59528590000002,35.8841042
298,경대칠성,대구 삼성 창조 캠퍼스,2018-12,"아이들이 많아 시끄럽지만
편리한복합공원단지 모임하기 좋음",4,128.59528590000002,35.8841042
299,경대칠성,대구 삼성 창조 캠퍼스,2019-12,주변환경이 정말 좋음,5,128.59528590000002,35.8841042
300,경대칠성,대구 삼성 창조 캠퍼스,2019-12,더운 여름날 풀내음 맡으며 산책하기 좋습니다.,5,128.59528590000002,35.8841042
301,경대칠성,대구 삼성 창조 캠퍼스,2019-12,식당이 전반적으로 비싸고 맛이 없음.....,3,128.59528590000002,35.8841042
302,경대칠성,대구 삼성 창조 캠퍼스,2017-12,"가족들과 친구들과도 식사하기에 좋쿠~
데이트.놀이터가 있어서 아이들. 가끔식 공연프로그램이 있어서 좋습니다.
큰문구사가 있어서 너무 좋아요",5,128.59528590000002,35.8841042
303,경대칠성,대구 삼성 창조 캠퍼스,2019-12,분위기 좋은곳,5,128.59528590000002,35.8841042
304,경대칠성,대구 삼성 창조 캠퍼스,2019-12,최강삼성!! 호암의 뜻을 받들어 변화와 발전을 위한,4,128.59528590000002,35.8841042
305,경대칠성,대구 삼성 창조 캠퍼스,2019-12,먹을 곳 많고 즐길 곳 많고,5,128.59528590000002,35.8841042
306,경대칠성,대구 삼성 창조 캠퍼스,2018-12,음식점외에는 볼것이 없네요. 레스토랑은 많아서 좋습니다,3,128.59528590000002,35.8841042
307,경대칠성,대구 삼성 창조 캠퍼스,2019-12,그냥 그래 맛이,2,128.59528590000002,35.8841042
308,경대칠성,칠성시장,2019-12,상인들 화이팅하세요,5,128.6046106,35.8766631
309,경대칠성,칠성시장,2019-12,맛있고 양도 많습니다,5,128.6046106,35.8766631
310,경대칠성,칠성시장,2019-12,똥집튀김 만 먹고옴근대도잊을수없다..,3,128.6046106,35.8766631
311,경대칠성,칠성시장,2019-12,불법주차의 문제가 너무큼,2,128.6046106,35.8766631
312,경대칠성,칠성시장,2020-12,좋아요,5,128.6046106,35.8766631
313,경대칠성,칠성시장,2019-12,싸고 양 많고 ♡♡,4,128.6046106,35.8766631
314,경대칠성,칠성시장,2017-12,정리 정돈이 잘되여 잇음니다 감사합니다  안녕,5,128.6046106,35.8766631
315,경대칠성,칠성시장,2020-12,불겨,2,128.6046106,35.8766631
316,경대칠성,칠성시장,2018-12,좋은 물건이 많이 있어요,4,128.6046106,35.8766631
317,경대칠성,칠성시장,2019-12,장사 쉬네요 주말은,1,128.6046106,35.8766631
318,경대칠성,칠성시장,2019-12,화요일은 족발골목 쉬나보다..,3,128.6046106,35.8766631
319,경대칠성,칠성시장,2019-12,시설현대화가 필요합니다,4,128.6046106,35.8766631
320,경대칠성,칠성시장,2019-12,보리밥.굿굿굿,5,128.6046106,35.8766631
321,경대칠성,칠성시장,2017-12,대구에서 서문시장과함께 대표시장이다 식재료를 저렴하고 다양하게 구입할수 있는 최대시장이다,4,128.6046106,35.8766631
322,경대칠성,칠성시장,2019-12,전통시장을 가고 싶다면 칠성시장.,3,128.6046106,35.8766631
323,경대칠성,칠성시장,2019-12,비빔밥 최고,5,128.6046106,35.8766631
324,경대칠성,칠성시장,2019-12,ㄱㅌㄴㅈㅅㅈㅂㅈ,5,128.6046106,35.8766631
325,경대칠성,칠성시장,2019-12,건물안 청과상이 쌉니다. 주차장이 넓습니다,5,128.6046106,35.8766631
326,경대칠성,칠성시장,2019-12,"주차 불편하고, 인도와 도로에 가판이 많아서 쫍아서 걸어가기 불편하고, 특히 생선파는데 너무 냄새나서 마트나 백화점 가게됨",3,128.6046106,35.8766631
327,경대칠성,칠성시장,2019-12,가격5천원 백종원맛집 이라는데 양이 적어 한판 더 시키니 점심값1만원~달달구리 먹기 편하나 서빙하시는 분도 없고 불친절 불편함 참고 먹기는 별로였음,3,128.6046106,35.8766631
328,경대칠성,칠성시장,2019-12,돼지 석쇠의 그맛ㅠ,5,128.6046106,35.8766631
329,경대칠성,칠성시장,2018-12,"주차 편하고ㆍ물건 값싸고ㆍ
지하철역도있음ㆍ",5,128.6046106,35.8766631
330,경대칠성,칠성시장,2020-12,좋아요,4,128.6046106,35.8766631
331,경대칠성,칠성시장,2019-12,맛집♡,5,128.6046106,35.8766631
332,경대칠성,칠성시장,2019-12,옛날먹거리 를 먹고 규모가 크서 시장구경도하고 없는게없는시장,5,128.6046106,35.8766631
333,경대칠성,칠성시장,2019-12,칠성시자에서 각종 식품 사씀,3,128.6046106,35.8766631
334,경대칠성,칠성시장,2019-12,김밥맛있는곳,5,128.6046106,35.8766631
335,경대칠성,칠성시장,2019-12,주변 교통이 항상 불안 요소 내재.,2,128.6046106,35.8766631
336,경대칠성,칠성시장,2019-12,항상 활기가 넘쳐 좋아요,3,128.6046106,35.8766631
337,경대칠성,칠성시장,2020-12,없는게 없어요,5,128.6046106,35.8766631
338,경대칠성,칠성시장,2020-12,좋아요,1,128.6046106,35.8766631
339,경대칠성,칠성시장,2018-12,신선한 재료가 많고 가격도 좋음!!,3,128.6046106,35.8766631
340,경대칠성,칠성시장,2019-12,"오래된 도시의 오래된 재래시장. 돼지고기 종류가 세분화되어있고, 문어를 많이 판다.",4,128.6046106,35.8766631
341,경대칠성,칠성시장,2019-12,깍아주께요 라면서 며개빼는건  어턴계산법이죠?,2,128.6046106,35.8766631
342,경대칠성,칠성시장,2018-12,야채는싱싱하고  가격이저럼해서좋아요,3,128.6046106,35.8766631
343,경대칠성,칠성시장,2019-12,싸고 인심 좋고 활기가 넘침,5,128.6046106,35.8766631
344,경대칠성,칠성시장,2019-12,주차가 힘들었고 상인들이 불친절 했습니다~,3,128.6046106,35.8766631
345,경대칠성,칠성시장,2020-12,야시장 최고,5,128.6046106,35.8766631
346,경대칠성,칠성시장,2019-12,서문시장에 버금가는 대구 최고 시장,4,128.6046106,35.8766631
347,경대칠성,칠성시장,2018-12,주차공간이 넓고 좋습니다,4,128.6046106,35.8766631
348,경대칠성,칠성시장,2019-12,다양한 상품잇어서 좋습니다,5,128.6046106,35.8766631
349,경대칠성,칠성시장,2019-12,별로안좋음 지저분함,3,128.6046106,35.8766631
350,경대칠성,칠성시장,2019-12,좋은곳이에요,4,128.6046106,35.8766631
351,경대칠성,칠성시장,2019-12,제품이다양함,3,128.6046106,35.8766631
352,경대칠성,칠성시장,2020-12,시장 보리밥집 맛집입니다,5,128.6046106,35.8766631
353,경대칠성,칠성시장,2018-12,칠성시장 쇼핑하기 좋아요 신천강변에 주차하고 시장 여기저기 둘러보면. 됍니다.,3,128.6046106,35.8766631
354,경대칠성,칠성시장,2019-12,차가많이 복잡해요,1,128.6046106,35.8766631
355,경대칠성,칠성시장,2019-12,문어 생선 과일 최고,5,128.6046106,35.8766631
356,경대칠성,칠성시장,2019-12,싸고 좋은 물것도 많아요,5,128.6046106,35.8766631
357,경대칠성,칠성시장,2019-12,없는거 빼고 다있음,4,128.6046106,35.8766631
358,경대칠성,칠성시장,2019-12,Good 한남석쇠불고기,5,128.6046106,35.8766631
359,경대칠성,칠성시장,2019-12,복잡하다.,3,128.6046106,35.8766631
360,경대칠성,칠성시장,2018-12,도매시장도 있구 물건들도많아요,3,128.6046106,35.8766631
361,경대칠성,칠성시장,2019-12,휴가를 맞은 가게들이 많았고 한산했습니다.,3,128.6046106,35.8766631
362,경대칠성,칠성시장,2019-12,복잡하고 비위생적이고 카드 안되고 등등,2,128.6046106,35.8766631
363,경대칠성,칠성시장,2019-12,어디!  추저워서 시장안에 다니겠어요~일본시장가보세요~제발!!,2,128.6046106,35.8766631
364,경대칠성,칠성시장,2019-12,나이많은 사람들이 많아서 성질급한사람들 못다녀요 길막쩔음,2,128.6046106,35.8766631
365,경대칠성,칠성시장,2020-12,너무 맛있어요~~,5,128.6046106,35.8766631
366,경대칠성,칠성시장,2019-12,주차요금.경차말안하면똑같아요.이런!,1,128.6046106,35.8766631
367,경대칠성,칠성시장,2019-12,좋아졌어요...,5,128.6046106,35.8766631
368,경대칠성,칠성시장,2020-12,최고에요,5,128.6046106,35.8766631
369,경대칠성,칠성시장,2019-12,야시장 개장했어요 놀러들가세요,4,128.6046106,35.8766631
370,경대칠성,칠성시장,2019-12,역시가격좋고..,5,128.6046106,35.8766631
371,경대칠성,칠성시장,2019-12,편리하게시장잘보고왔습니다,4,128.6046106,35.8766631
372,경대칠성,칠성시장,2019-12,가격이 너무 비싸고 불친절하네요.,3,128.6046106,35.8766631
373,경대칠성,칠성시장,2019-12,"0영업하시는분들은
모든 식재료구입처로
저럼한 가격대로 구입에
보편즉으로.만!족도로 봅니다!!!",5,128.6046106,35.8766631
374,경대칠성,칠성시장,2020-12,언제나 정겨분곳,5,128.6046106,35.8766631
375,경대칠성,칠성시장,2019-12,재래시장 가볼만한 곳입니다 ^^,4,128.6046106,35.8766631
376,경대칠성,칠성시장,2020-12,추억,5,128.6046106,35.8766631
377,경대칠성,칠성시장,2019-12,"안타깝지만 주차장 협소하고 주차하기 불편하며 상인가게의 정리안됨으로 서문시장과 비교가 많이되며 점점 골목안쪽으로는 문을 닫고 있으며
차를 가지고 방문하기에는 어려운 시장",2,128.6046106,35.8766631
378,경대칠성,칠성시장,2019-12,"주차공간이 부족합니다.
재래시장의 한계인가요?",4,128.6046106,35.8766631
379,경대칠성,칠성시장,2019-12,비좁은인도위의. 잡상인들~이. 문제다,1,128.6046106,35.8766631
380,경대칠성,칠성시장,2019-12,닭 내장 볶음 끝 네 줌,4,128.6046106,35.8766631
381,경대칠성,칠성시장,2019-12,오래된 대구에 전통시장이었습니다.,4,128.6046106,35.8766631
382,경대칠성,칠성시장,2019-12,왠만한 물건 다있음~~^^,4,128.6046106,35.8766631
383,경대칠성,칠성시장,2019-12,잘먹었습니다,4,128.6046106,35.8766631
384,경대칠성,칠성시장,2019-12,오랜만에 보리밥을  먹었네요 역시 예전의 그맛 짱 짱,4,128.6046106,35.8766631
385,경대칠성,칠성시장,2018-12,"있는거 없는거  다있는 종합재래시장 입니다
채소 과일 어물 및 먹거리 풍부하고 다양하구요
주차시설도 잘 되어있습니데이~~",4,128.6046106,35.8766631
386,경대칠성,칠성시장,2019-12,"식재료 사러 가끔 가는곳이죠.
서문시장과 달리 먹고 구경하기엔 좀 부족합니다.",3,128.6046106,35.8766631
387,경대칠성,칠성시장,2019-12,"무질서하고 너무 지저분해요. 특히 장어 골목은 밤이면   최악인듯...
길가에 노상주차장은 상인들이 다 점령하고 손님들은 먼곳에 주차하고.
길가에 냄새진동하는 온갖 쓰레기 적치해두고.
인도는 사람도 다니기 힘들정도로 물건을 불법으로 적치해 놓고....
전국 다 돌아 다녀봐도 이렇게 무질서하고 불친절하고 더러운 재래시장은 없었습니다.
대량 구매하는 손님에게는 저렴한 시장일지는 몰라도 그냥 일반적으로 장보러 오는 손님입장에서는 그다지 가격도 저렴하지 않습니다.
손님을 위한 시장이라기 보다는 상인을 위한 시장인듯합니다.
장사가 안된다고 불평하지말고 마인드부터 바꿔야 할거같습니다.",1,128.6046106,35.8766631
388,경대칠성,칠성시장,2019-12,좋은구경 먹거리 너무 좋아요,5,128.6046106,35.8766631
389,경대칠성,칠성시장,2019-12,"식재료.잡화,일회용품등 거의 모든것이다있지만
옛날동네이다",4,128.6046106,35.8766631
390,경대칠성,칠성시장,2020-12,보물 창고예요,5,128.6046106,35.8766631
391,경대칠성,칠성시장,2019-12,저는.항상즐겨찾는곳입니다.,5,128.6046106,35.8766631
392,경대칠성,칠성시장,2019-12,사람냄새 물씬 나는곳,5,128.6046106,35.8766631
393,경대칠성,칠성시장,2019-12,구경거리가많다 주차가 은근 쉽다,4,128.6046106,35.8766631
394,경대칠성,칠성시장,2020-12,대구시장1번지,4,128.6046106,35.8766631
395,경대칠성,칠성시장,2019-12,대구서 서문시장 다음 큰시장 입니다  교통의  중심이고 이곳에 가면 없는게 없을 정도로  큰 규모 입니다,4,128.6046106,35.8766631
396,경대칠성,칠성시장,2019-12,전통시장이라 재미가 있네요.,5,128.6046106,35.8766631
397,경대칠성,칠성시장,2019-12,시장너무좋아요대형마트보다,5,128.6046106,35.8766631
398,경대칠성,칠성시장,2018-12,대구시에 있는 전통제례시장 중 한곳 규묘가 큽니다.,5,128.6046106,35.8766631
399,경대칠성,칠성시장,2019-12,먹을것이 너무 많아서  고민,4,128.6046106,35.8766631
400,경대칠성,칠성시장,2016-12,"주말 청과, 채소, 수산...등 재래시장 쇼핑에 좋을듯
시장 휴무에 상관없이 주말 항상 부분적으로 열고 있고
3500원 보리밥은 별미..
평일은 언제든 많은 사람이 찾는곳",4,128.6046106,35.8766631
401,경대칠성,칠성시장,2019-12,넓고좋았다,5,128.6046106,35.8766631
402,경대칠성,칠성시장,2019-12,족발 맛있게 먹고 왔어요,3,128.6046106,35.8766631
403,경대칠성,칠성시장,2019-12,볼것도 즐길것도 많습니다,4,128.6046106,35.8766631
404,경대칠성,칠성시장,2019-12,칠성시장 보리밥이 사천원입니다.  맛 굿!!,5,128.6046106,35.8766631
405,경대칠성,칠성시장,2019-12,칠성시장 싱싱한 채소 저렴해요,3,128.6046106,35.8766631
406,경대칠성,칠성시장,2020-12,정겹습니다.,4,128.6046106,35.8766631
407,경대칠성,칠성시장,2019-12,장말 싸고 신선합니다...,5,128.6046106,35.8766631
408,경대칠성,칠성시장,2018-12,소박하고 인정이 넘치는 대구 칠성시장을 강추합니다~,4,128.6046106,35.8766631
409,경대칠성,칠성시장,2019-12,물건좋고 친절하고 교통좋고,5,128.6046106,35.8766631
410,경대칠성,칠성시장,2019-12,생선   싱싱하고  싸요..,5,128.6046106,35.8766631
411,경대칠성,칠성시장,2019-12,대구에서는 규모가큰도 소매시장이니많은사람들이오가는곳임니다!,3,128.6046106,35.8766631
412,경대칠성,칠성시장,2017-12,"칠성시장은 서문시장에 가려졌지만 대구를 대표하는 재래시장입니다.
서문시장이 의류,원단도소매에 강점이 있다면 칠성시장은 청과, 수산물에 강점이 있다고 할수 있습니다.
청과상가, 수산물상가가 별도로 있으며, 문구류를 판매하는 문구골목도 유명하다.
미로처럼  연결되는 개소주골목, 족발골목, 오댕골목 등도 유명하다.
신천변을 따라 경대교 방향으로 식당집기등 중고가게가 펼쳐지며, 그릇가게도 많이 있다.
지하철역 부근에는 목공골목이…",5,128.6046106,35.8766631
413,경대칠성,칠성시장,2019-12,다양한볼거리야시장,5,128.6046106,35.8766631
414,경대칠성,칠성시장,2019-12,시장 분위기가 무섭.... 댕댕이들이 많이 갇혀있어요ㅠㅠ,2,128.6046106,35.8766631
415,경대칠성,칠성시장,2018-12,이중 주차 및 불법주차 때문에 짜증이 많이 납니다,3,128.6046106,35.8766631
416,경대칠성,칠성시장,2019-12,전통이 묻어나는 장소,5,128.6046106,35.8766631
417,경대칠성,칠성시장,2019-12,서문시장과 함께 대구 전통시장의 양대산맥,5,128.6046106,35.8766631
418,경대칠성,칠성시장,2019-12,전통이 살아있는곳.,5,128.6046106,35.8766631
419,경대칠성,칠성시장,2019-12,가격이저렴,4,128.6046106,35.8766631
420,경대칠성,칠성시장,2019-12,저렴한 가격 풍성한 인심,5,128.6046106,35.8766631
421,경대칠성,칠성시장,2019-12,가격 저렴하고 주차하기 편함,5,128.6046106,35.8766631
422,경대칠성,칠성시장,2019-12,"물건 다양하고
가격도 저렴하고~~",5,128.6046106,35.8766631
423,경대칠성,칠성시장,2019-12,"먹거리도 있고 사람들도 북적북적
사람들이 만아서 불편하지만 그만큼 맛있는 먹거리 가~득!!!!!  그리고 문구점에서 인스, 떡매,학용품,샤프 등등 을 살수있지용",4,128.6046106,35.8766631
424,경대칠성,칠성시장,2019-12,국수 한그릇에 기분 너무 좋아요,4,128.6046106,35.8766631
425,경대칠성,칠성시장,2019-12,특이점은 없습니다.,3,128.6046106,35.8766631
426,경대칠성,칠성시장,2019-12,관광하기 좋은곳입니다,5,128.6046106,35.8766631
427,경대칠성,칠성시장,2017-12,볼거리가 많습니다. 다만 너무 복잡해요ㅠㅠ,4,128.6046106,35.8766631
428,경대칠성,칠성시장,2019-12,오래된 전통시장중 하나 흥정과 정이 있는 곳,5,128.6046106,35.8766631
429,경대칠성,칠성시장,2019-12,장보기 좋고 물건도 많은데 주차가 불편해요ㅠ,4,128.6046106,35.8766631
430,경대칠성,칠성시장,2019-12,족발 1만원짜리 살만 있는거 맛있네요,4,128.6046106,35.8766631
431,경대칠성,칠성시장,2019-12,"여러모로 주차가 에러, 큰 전통시장",2,128.6046106,35.8766631
432,경대칠성,칠성시장,2019-12,먹거리 및 청과 야채 싸고 좋아요,5,128.6046106,35.8766631
433,경대칠성,칠성시장,2019-12,다양한 먹거리와 식재료,5,128.6046106,35.8766631
434,경대칠성,칠성시장,2018-12,"규모도크고 볼거리 많은 칠성!
전통과역사의흐름을 대변하듯 신비의세계에 온듯한 착각을 할정도!  대구사투리;;;정말 크데예!ㅎ",4,128.6046106,35.8766631
435,경대칠성,칠성시장,2019-12,역사와 전통이 있는 시장이지만 재래시장의 한계가 있는듯~,3,128.6046106,35.8766631
436,경대칠성,칠성시장,2019-12,개고기 밖에 내놓고 파는 역겨운 곳. 짜증,1,128.6046106,35.8766631
437,경대칠성,칠성시장,2020-12,좋아요.,5,128.6046106,35.8766631
438,경대칠성,칠성시장,2019-12,"장난감, 문구, 팬시 사기 좋음.",4,128.6046106,35.8766631
439,경대칠성,칠성시장,2019-12,전통재래큰시장 이라   장보기좋아요,4,128.6046106,35.8766631
440,경대칠성,칠성시장,2020-12,주차 공간이 부족하여 불편 합니다,3,128.6046106,35.8766631
441,경대칠성,칠성시장,2019-12,싸고좋은물건이 많아요~,5,128.6046106,35.8766631
442,경대칠성,칠성시장,2019-12,여러가지 모든것을 살수있는 지역시장,3,128.6046106,35.8766631
443,경대칠성,칠성시장,2020-12,편니함,5,128.6046106,35.8766631
444,경대칠성,칠성시장,2019-12,개고기에 대해 평소 아무 생각 없었는데 여기 구경 갔다가 개고기 보고 구역질 나와서 나왔어요.. 개를 그렇게 앞에 대놓고 가둬놓고 뒤에선 고기를 팔고.. 생각보다 충격적이였어요.. 다신 안 가고 싶은 장소에요.. 너무 무서웠어요 ㅠㅠ 같이 여행 간 일본인 친구도 충격 먹어서 한국에 대해 다시 생각했다고.. ㅠㅠ 일본인 친구가 개고기 사진 찍으니까 아주머니들 왜찍냐고 꺼지라고 소리지르시고 ㅠㅠ 친구도 놀래가지고 ㅋㅋㅋㅋㅋㅋ…,2,128.6046106,35.8766631
445,경대칠성,칠성시장,2019-12,보리밥에여러가지야채비벼서먹어면죽음,4,128.6046106,35.8766631
446,경대칠성,칠성시장,2019-12,주창공간이 없어서,1,128.6046106,35.8766631
447,경대칠성,칠성시장,2019-12,시민 모두가 이용 합니다,5,128.6046106,35.8766631
448,경대칠성,칠성시장,2019-12,깔끔하고 친절하고 싸고 맛있네요,5,128.6046106,35.8766631
449,경대칠성,칠성시장,2020-12,싸고 좋아요,4,128.6046106,35.8766631
450,경대칠성,칠성시장,2020-12,다양성  좋음,4,128.6046106,35.8766631
451,경대칠성,칠성시장,2020-12,이직까지는 설명절이 일주일정도 남은상태라 그렇게  분비지않아 힘들지않게 시장 을보고 왔어요,3,128.6046106,35.8766631
452,경대칠성,칠성시장,2019-12,장난감 등 어린이 용품 저렴하게 구매 가능,4,128.6046106,35.8766631
453,경대칠성,칠성시장,2019-12,친절.가격이싸다,4,128.6046106,35.8766631
454,경대칠성,칠성시장,2020-12,다양한것들이 많음,4,128.6046106,35.8766631
455,경대칠성,칠성시장,2019-12,"대구의 대표적 전통재래시장입니다.역사가 깊죠
놀러오세요",4,128.6046106,35.8766631
456,경대칠성,칠성시장,2019-12,칼국수 보리비빕밥이 가성비가 좋음,3,128.6046106,35.8766631
457,경대칠성,칠성시장,2019-12,대충 들러보아도 재미있는 재래시장 보리비빔밥을 못먹고 온게 아쉽네요....멋있는데,4,128.6046106,35.8766631
458,경대칠성,칠성시장,2020-12,땡큐,5,128.6046106,35.8766631
459,경대칠성,칠성시장,2019-12,재래시장..사람사는 냄세가 물씬 풍기는곳,3,128.6046106,35.8766631
460,경대칠성,칠성시장,2019-12,"채소와식품도다양해만 마켓에서사는가격보다도
훨씬 저렴하네요",5,128.6046106,35.8766631
461,경대칠성,칠성시장,2019-12,"재래 시장으로 대구에서  제일큰 시장
다양한물건 먹거리 등가족들과 나들이
할만하곳",5,128.6046106,35.8766631
462,경대칠성,칠성시장,2019-12,주차하기 좋은 채소파는곳,4,128.6046106,35.8766631
463,경대칠성,칠성시장,2019-12,농수산물은다살수있는곳,5,128.6046106,35.8766631
464,경대칠성,칠성시장,2019-12,"옛시장이 생각나는 시장
없는것이 없어요.",4,128.6046106,35.8766631
465,경대칠성,칠성시장,2019-12,야시장도 깔끔하고 맛있어요,5,128.6046106,35.8766631
466,경대칠성,칠성시장,2019-12,야시장 꼭 가볼만한 곳,5,128.6046106,35.8766631
467,경대칠성,칠성시장,2019-12,주정차 짜증남. 하지만 도매가보다 더싼 업자가격. 짜증을 상쇄함,4,128.6046106,35.8766631
468,경대칠성,칠성시장,2019-12,생활용품. 문구류.어린이장난감등 구매할수 있는곳입니다,5,128.6046106,35.8766631
469,경대칠성,칠성시장,2019-12,"젓갈이.좋다구해서가봤어요.
별른구요.그저그래요.",2,128.6046106,35.8766631
470,경대칠성,칠성시장,2019-12,여러가지를 구경할수 있는곳입니다,5,128.6046106,35.8766631
471,경대칠성,칠성시장,2019-12,역시 시장은 싸고 좋음,4,128.6046106,35.8766631
472,경대칠성,칠성시장,2019-12,"오래된 전통시장으로 물건이 싱싱함.
가격은 보통이고 쇼핑하기에는 조금 불편함.",3,128.6046106,35.8766631
473,경대칠성,칠성시장,2019-12,다양한먹거리와구경거리가있음,5,128.6046106,35.8766631
474,경대칠성,칠성시장,2019-12,물건은 너무싸다 아이들문구도 싸다 하지만 주차가 난리 이다,3,128.6046106,35.8766631
475,경대칠성,칠성시장,2019-12,"일요일은 쉬는날,
종류는 다양하고 저렴하나 중고가전은 비쌈.",3,128.6046106,35.8766631
476,경대칠성,칠성시장,2020-12,없는게 없어요,5,128.6046106,35.8766631
477,경대칠성,칠성시장,2019-12,친절하시고 무엇보다 싱싱해서 좋아요,5,128.6046106,35.8766631
478,경대칠성,칠성시장,2020-12,장난감 완구 사는곳은 칠성시장뿐!,5,128.6046106,35.8766631
479,경대칠성,칠성시장,2019-12,가격이 저렴하고 과일이 싱싱함.,4,128.6046106,35.8766631
480,경대칠성,칠성시장,2019-12,석쇠불고기 진짜 맛나요,5,128.6046106,35.8766631
481,경대칠성,칠성시장,2019-12,대구에 얼마 남지 않은 큰 재래시장입니다. 주차가능,5,128.6046106,35.8766631
482,경대칠성,칠성시장,2019-12,주차가 조금 불편하지만 대형시장으로써 나무랄대가 없어요 가격저렴하고 양 많이주시고 좋아요~한번 들려버세요~~,5,128.6046106,35.8766631
483,경대칠성,칠성시장,2019-12,많은 먹거리와 가격저렴,5,128.6046106,35.8766631
484,경대칠성,칠성시장,2020-12,편했습니다,3,128.6046106,35.8766631
485,경대칠성,칠성시장,2019-12,주차시설 좋고 여러모로 싸고,5,128.6046106,35.8766631
486,경대칠성,칠성시장,2020-12,사람이 너무많고 체계적이지않아요ㅠ,3,128.6046106,35.8766631
487,경대칠성,칠성시장,2019-12,식재료를 살수 있고 주차장은 30분 무료입니당,5,128.6046106,35.8766631
488,경대칠성,칠성시장,2019-12,너무 복잡하고 주차 할곳도 없어요,4,128.6046106,35.8766631
489,경대칠성,칠성시장,2019-12,음식 가격이 매우싸고 맜있어서 좋아요,4,128.6046106,35.8766631
490,경대칠성,칠성시장,2019-12,"저렴하고,편안한 물건구입과 먹거리가있는곳",4,128.6046106,35.8766631
491,경대칠성,칠성시장,2019-12,대구에서는 두번째로 큰시장 일반 미트보다는 가격이 저렴한편 가끔씩 간다,3,128.6046106,35.8766631
492,경대칠성,칠성시장,2019-12,칠성시장 좋아요!  싸고 푸짐합니다. 뭐든...,5,128.6046106,35.8766631
493,경대칠성,칠성시장,2020-12,대구 넘버2시장,5,128.6046106,35.8766631
494,경대칠성,칠성시장,2019-12,먹거리도 풍성하고  써비스도 잘되어있고,5,128.6046106,35.8766631
495,경대칠성,칠성시장,2020-12,가격이저렴하고요,4,128.6046106,35.8766631
496,경대칠성,칠성시장,2019-12,다양한 상품과 가격이 저렴함,4,128.6046106,35.8766631
497,경대칠성,칠성시장,2019-12,맛있는 음식들은 많으나 화장실더럽 바닥에물기많음,4,128.6046106,35.8766631
498,경대칠성,칠성시장,2019-12,"무엇이든 어떤제품이든 구입할수있고 흥정을잘하면
싸게도 구입할수가있어 재미가
솔솔하다.",3,128.6046106,35.8766631
499,경대칠성,칠성시장,2019-12,"가격이 저럼하고 싱싱한 야채,생선,육류등 생필품을 구입합니다.",5,128.6046106,35.8766631
500,경대칠성,칠성시장,2019-12,대구에칠성시장은노래도있잖습니까광주에는양동시장이있듯이대구칠성시장은전국적으로유명하답니다,4,128.6046106,35.8766631
501,경대칠성,칠성시장,2019-12,쫀디기 싸고 맛있어요 완전 추천 특히 꿀 들어간 거,5,128.6046106,35.8766631
502,경대칠성,칠성시장,2019-12,"초보고 나이많으신사람친절
오늘고맙습니다
삼성은 한국의자랑",5,128.6046106,35.8766631
503,경대칠성,칠성시장,2019-12,아저씨가 친절하시고 음식도 괞찮구요 최고입니다.,5,128.6046106,35.8766631
504,경대칠성,칠성시장,2019-12,대구광역시 전통식당으로서 얼마전에 문재인 대통령님이 다녀가셔서 더 유명해진 곳 이예요!,4,128.6046106,35.8766631
505,경대칠성,칠성시장,2019-12,여러가지것도많고 조아요~,4,128.6046106,35.8766631
506,경대칠성,칠성시장,2020-12,재미있게 구경하고 좋아요,4,128.6046106,35.8766631
507,경대칠성,칠성시장,2020-12,있을거 다 있어요,5,128.6046106,35.8766631
508,경대칠성,칠성시장,2019-12,농산물이 좋은 상품이 많고  저렴합니다,5,128.6046106,35.8766631
509,경대칠성,칠성시장,2019-12,없는게 없고 맛도 좋아요,4,128.6046106,35.8766631
510,경대칠성,칠성시장,2019-12,의류를 제외한 모든것이 다양함,4,128.6046106,35.8766631
511,경대칠성,칠성시장,2019-12,가격이 저렴하며 삶에 애환이 있다,3,128.6046106,35.8766631
512,경대칠성,칠성시장,2019-12,신선한 야채와 과일 그리고 수산물등 식자재가 풍부하고 주차도 용이하며 주차비도 저렴함.,3,128.6046106,35.8766631
513,경대칠성,칠성시장,2019-12,"가격저렴
친절은 덤",4,128.6046106,35.8766631
514,경대칠성,칠성시장,2019-12,"족발골목ㅎㅎㅎ
시장 상인 분들이 다들 친절하게  해주셔서..
저는 골목 오른쪽 첫번째 집에서 몇 번 구입해봤는데 많이 달지도 짜지도 않고 좋았어요. 서비스로 돼지 껍데기 넣어주시는데 야들야들 맛나고 양도 많았어요.",5,128.6046106,35.8766631
515,경대칠성,칠성시장,2020-12,다양볼거리가 좋앟자,4,128.6046106,35.8766631
516,경대칠성,칠성시장,2020-12,"소박한 아름다움!
추억! 그리고 관념!^^",5,128.6046106,35.8766631
517,경대칠성,칠성시장,2020-12,"전통의 칠성시장, 어물도 싸고 특히 시장 보리밥 어느집도 별미입니다",4,128.6046106,35.8766631
518,경대칠성,칠성시장,2020-12,서민과 함께하는 재래시장으로 사람냄세나는 시장입니다,4,128.6046106,35.8766631
519,경대칠성,칠성시장,2019-12,"대구 한정 무언가를 사야하는데, 서문시장에 팔지 않는다면 칠성에 가라는 말이있다. 어느정도나면 해당가게가 합법인지는 모르겠으나, 본인은 이곳에서 식용 개와, 약재용으로 판매하는 고양이들을 목격한 전적이 있다.",3,128.6046106,35.8766631
520,경대칠성,칠성시장,2020-12,조용하고 맛집입니다,5,128.6046106,35.8766631
